,Date,DOW_Close,SP500_Close,NASDAQ_Close,Total_Deaths
55,4/22/2020,23475.82,2799.31,8495.379883,2460.0
56,4/23/2020,23515.26,2797.8,8494.75,2456.0
57,4/24/2020,23775.27,2836.74,8634.519531,2188.0
58,4/27/2020,24133.78,2878.48,8730.160156,1508.0
59,4/28/2020,24101.55,2863.39,8607.730469,2224.0
60,4/29/2020,24633.86,2939.51,8914.709961,2418.0
61,4/30/2020,24345.72,2912.43,8889.549805,2195.0
62,5/1/2020,23723.69,2830.71,8604.950195,1909.0
63,5/4/2020,23749.76,2842.74,8710.709961,1379.0
64,5/5/2020,23883.09,2868.44,8809.120117,2242.0
65,5/6/2020,23664.64,2848.42,8854.389648,2314.0
66,5/7/2020,23875.89,2881.19,8979.660156,1929.0
67,5/8/2020,24331.32,2929.8,9121.320313,1763.0
68,5/11/2020,24221.99,2930.19,9192.339844,1042.0
69,5/12/2020,23764.78,2870.12,9002.549805,1598.0
70,5/13/2020,23247.97,2820.0,8863.169922,1727.0
71,5/14/2020,23625.34,2852.5,8943.719727,1796.0
72,5/15/2020,23685.42,2863.7,9014.55957,1668.0
73,5/18/2020,24597.37,2953.91,9234.830078,1227.0
74,5/19/2020,24206.86,2922.94,9185.099609,1456.0
75,5/20/2020,24575.9,2971.61,9375.780273,1501.0
76,5/21/2020,24474.12,2948.51,9284.879883,1185.0
77,5/22/2020,24465.16,2955.45,9324.589844,1217.0
78,5/26/2020,24995.11,2991.77,9340.219727,677.0
79,5/27/2020,25548.27,3036.13,9412.360352,1462.0
80,5/28/2020,25400.64,3029.73,9368.990234,1101.0
81,5/29/2020,25383.11,3044.31,9489.870117,1133.0
82,6/1/2020,25475.02,3055.73,9552.049805,776.0
83,6/2/2020,25742.65,3080.82,9608.379883,981.0
84,6/3/2020,26269.89,3122.87,9682.910156,1010.0
85,6/4/2020,26281.82,3112.35,9615.80957,1013.0
86,6/5/2020,27110.98,3193.93,9814.080078,891.0
87,6/8/2020,27572.44,3232.39,9924.75,507.0
88,6/9/2020,27272.3,3207.18,9953.75,913.0
89,6/10/2020,26989.99,3190.14,10020.34961,876.0
90,6/11/2020,25128.17,3002.1,9492.730469,830.0
91,6/12/2020,25605.54,3041.31,9588.80957,829.0
92,6/15/2020,25763.16,3066.59,9726.019531,396.0
93,6/16/2020,26289.98,3124.74,9895.870117,814.0
94,6/17/2020,26119.61,3113.49,9910.530273,739.0
95,6/18/2020,26080.1,3115.34,9943.049805,689.0
96,6/19/2020,25871.46,3097.74,9946.120117,629.0
97,6/22/2020,26024.96,3117.86,10056.48047,407.0
98,6/23/2020,26156.1,3131.29,10131.37012,748.0
99,6/24/2020,25445.94,3050.33,9909.169922,737.0
100,6/25/2020,25745.6,3083.76,10017.0,537.0
101,6/26/2020,25015.55,3009.05,9757.219727,629.0
102,6/29/2020,25595.8,3053.24,9874.150391,385.0
103,6/30/2020,25812.88,3100.29,10058.76953,553.0
104,7/1/2020,25734.97,3115.86,10154.62988,704.0
105,7/2/2020,25827.36,3130.01,10207.62988,713.0
106,7/6/2020,26287.03,3179.72,10433.65039,376.0
107,7/7/2020,25890.18,3145.32,10343.88965,1162.0
108,7/8/2020,26067.28,3169.94,10492.5,825.0
109,7/9/2020,25706.09,3152.05,10547.75,1020.0
110,7/10/2020,26075.3,3185.04,10617.44043,817.0
111,7/13/2020,26085.8,3155.22,10390.83984,445.0
112,7/14/2020,26642.59,3197.52,10488.58008,928.0
113,7/15/2020,26870.1,3226.56,10550.49023,975.0
114,7/16/2020,26734.71,3215.57,10473.83008,956.0
115,7/17/2020,26671.95,3224.73,10503.19043,924.0
116,7/20/2020,26680.87,3251.84,10767.08984,563.0
117,7/21/2020,26840.4,3257.3,10680.36035,1091.0
118,7/22/2020,27005.84,3276.02,10706.12988,1224.0
119,7/23/2020,26652.33,3235.66,10461.41992,1070.0
120,7/24/2020,26469.89,3215.63,10363.17969,1107.0
121,7/27/2020,26584.77,3239.41,10536.26953,1126.0
122,7/28/2020,26379.28,3218.44,10402.08984,1330.0
123,7/29/2020,26539.57,3258.44,10542.94043,1414.0
124,7/30/2020,26313.65,3246.22,10587.80957,1231.0
125,7/31/2020,26428.32,3271.12,10745.26953,1237.0
126,8/3/2020,26664.4,3294.61,10902.799809999999,581.0
127,8/4/2020,26828.47,3306.51,10941.16992,1282.0
128,8/5/2020,27201.52,3327.77,10998.40039,1438.0
129,8/6/2020,27386.98,3349.16,11108.07031,1244.0
130,8/7/2020,27433.48,3351.28,11010.98047,1237.0
131,8/10/2020,27791.44,3360.47,10968.36035,636.0
132,8/11/2020,27686.91,3333.69,10782.82031,1020.0
133,8/12/2020,27976.84,3380.35,11012.24023,1499.0
134,8/13/2020,27896.72,3373.43,11042.5,1067.0
135,8/14/2020,27931.02,3372.85,11019.299809999999,1336.0
136,8/17/2020,27844.91,3381.99,11129.73047,492.0
137,8/18/2020,27778.07,3389.78,11210.83984,1226.0
138,8/19/2020,27692.88,3374.85,11146.45996,1339.0
139,8/20/2020,27739.73,3385.51,11264.9502,1103.0
140,8/21/2020,27930.33,3397.16,11311.799809999999,1091.0
141,8/24/2020,28308.46,3431.28,11379.719729999999,473.0
142,8/25/2020,28248.44,3443.62,11466.469729999999,1236.0
143,8/26/2020,28331.92,3478.73,11665.05957,1166.0
144,8/27/2020,28492.27,3484.55,11625.33984,1114.0
145,8/28/2020,28653.87,3508.01,11695.62988,977.0
146,8/31/2020,28430.05,3500.31,11775.45996,542.0
147,9/1/2020,28645.66,3526.65,11939.66992,1030.0
148,9/2/2020,29100.5,3580.84,12056.44043,1079.0
149,9/3/2020,28292.73,3455.06,11458.09961,1037.0
150,9/4/2020,28133.31,3426.96,11313.12988,958.0
151,9/8/2020,27500.89,3331.84,10847.69043,453.0
152,9/9/2020,27940.47,3398.96,11141.55957,1160.0
153,9/10/2020,27534.58,3339.19,10919.58984,916.0
154,9/11/2020,27665.64,3340.97,10853.549809999999,1174.0
155,9/14/2020,27993.33,3383.54,11056.65039,431.0
156,9/15/2020,27995.6,3401.2,11190.32031,1200.0
157,9/16/2020,28032.38,3385.49,11050.469729999999,956.0
158,9/17/2020,27901.98,3357.01,10910.280270000001,861.0
159,9/18/2020,27657.42,3319.47,10793.280270000001,896.0
160,9/21/2020,27147.7,3281.06,10778.799809999999,427.0
161,9/22/2020,27288.18,3315.57,10963.63965,1032.0
162,9/23/2020,26763.13,3236.92,10632.99023,1056.0
163,9/24/2020,26815.44,3246.59,10672.26953,897.0
164,9/25/2020,27173.96,3298.46,10913.55957,944.0
165,9/28/2020,27584.06,3351.6,11117.530270000001,358.0
166,9/29/2020,27452.66,3335.47,11085.25,833.0
167,9/30/2020,27781.7,3363.0,11167.50977,958.0
168,10/1/2020,27816.9,3380.8,11326.50977,873.0
169,10/2/2020,27682.81,3348.42,11075.01953,860.0
170,10/5/2020,28148.64,3408.6,11332.49023,481.0
171,10/6/2020,27772.76,3360.97,11154.59961,686.0
172,10/7/2020,28303.46,3419.44,11364.59961,927.0
173,10/8/2020,28425.51,3446.83,11420.98047,989.0
174,10/9/2020,28586.9,3477.14,11579.94043,968.0
175,10/12/2020,28837.52,3534.22,11876.25977,394.0
176,10/13/2020,28679.81,3511.93,11863.90039,796.0
177,10/14/2020,28514.0,3488.67,11768.73047,990.0
178,10/15/2020,28494.2,3483.34,11713.87012,849.0
179,10/16/2020,28606.31,3483.81,11671.55957,937.0
180,10/19/2020,28195.42,3426.92,11478.87988,479.0
181,10/20/2020,28308.79,3443.12,11516.49023,923.0
182,10/21/2020,28210.82,3435.56,11484.69043,1121.0
183,10/22/2020,28363.66,3453.49,11506.00977,915.0
184,10/23/2020,28335.57,3465.39,11548.280270000001,967.0
185,10/26/2020,27685.38,3400.97,11358.94043,533.0
186,10/27/2020,27463.19,3390.68,11431.34961,973.0
187,10/28/2020,26519.95,3271.03,11004.87012,1035.0
188,10/29/2020,26659.11,3310.11,11185.58984,1004.0
189,10/30/2020,26501.6,3269.96,10911.58984,1061.0
190,11/2/2020,26925.05,3310.24,10957.61035,572.0
191,11/3/2020,27480.03,3369.16,11160.57031,1578.0
192,11/4/2020,27847.66,3443.44,11590.780270000001,1115.0
193,11/5/2020,28390.18,3510.45,11890.92969,1155.0
194,11/6/2020,28323.4,3509.44,11895.23047,1239.0
195,11/9/2020,29157.97,3550.5,11713.780270000001,779.0
196,11/10/2020,29420.92,3545.53,11553.86035,1418.0
197,11/11/2020,29397.63,3572.66,11786.42969,1436.0
198,11/12/2020,29080.17,3537.01,11709.58984,1204.0
199,11/13/2020,29479.81,3585.15,11829.29004,1200.0
200,11/16/2020,29950.44,3626.91,11924.12988,829.0
201,11/17/2020,29783.35,3609.53,11899.33984,1721.0
202,11/18/2020,29438.42,3567.79,11801.59961,1918.0
203,11/19/2020,29483.23,3581.87,11904.70996,2052.0
204,11/20/2020,29263.48,3557.54,11854.969729999999,1957.0
205,11/23/2020,29591.27,3577.59,11880.62988,1099.0
206,11/24/2020,30046.24,3635.41,12036.79004,2129.0
207,11/25/2020,29872.47,3629.65,12094.40039,2263.0
208,11/27/2020,29910.37,3638.35,12205.84961,1548.0
209,11/30/2020,29638.64,3621.63,12198.74023,1345.0
210,12/1/2020,29823.92,3662.45,12355.11035,2544.0
211,12/2/2020,29883.79,3669.01,12349.37012,2812.0
212,12/3/2020,29969.52,3666.72,12377.17969,2953.0
213,12/4/2020,30218.26,3699.12,12464.23047,2699.0
214,12/7/2020,30069.79,3691.96,12519.9502,1604.0
215,12/8/2020,30173.88,3702.25,12582.76953,2619.0
216,12/9/2020,30068.81,3672.82,12338.9502,3182.0
217,12/10/2020,29999.26,3668.1,12405.80957,2995.0
218,12/11/2020,30046.37,3663.46,12377.87012,3417.0
219,12/14/2020,29861.55,3647.49,12440.04004,1650.0
220,12/15/2020,30199.31,3694.62,12595.05957,3117.0
221,12/16/2020,30154.54,3701.17,12658.19043,3664.0
222,12/17/2020,30303.37,3722.48,12764.75,3499.0
223,12/18/2020,30179.05,3709.41,12755.63965,2965.0
224,12/21/2020,30216.45,3694.92,12742.51953,1916.0
225,12/22/2020,30015.51,3687.26,12807.91992,3399.0
226,12/23/2020,30129.83,3690.01,12771.11035,3424.0
227,12/24/2020,30199.87,3703.06,12804.73047,2906.0
228,12/28/2020,30403.97,3735.36,12899.41992,2003.0
229,12/29/2020,30335.67,3727.04,12850.219729999999,3631.0
230,12/30/2020,30409.56,3732.04,12870.0,3731.0
231,12/31/2020,30606.48,3756.07,12888.280270000001,3480.0
232,1/4/2021,30223.89,3700.65,12698.4502,2092.0
233,1/5/2021,30391.6,3726.86,12818.95996,3714.0
234,1/6/2021,30829.4,3748.14,12740.79004,3926.0
235,1/7/2021,31041.13,3803.79,13067.48047,3985.0
236,1/8/2021,31097.97,3824.68,13201.98047,4107.0
237,1/11/2021,31008.69,3799.61,13036.42969,2103.0
238,1/12/2021,31068.69,3801.19,13072.42969,4474.0
239,1/13/2021,31060.47,3809.84,13128.9502,4028.0
240,1/14/2021,30991.52,3795.54,13112.63965,3986.0
241,1/15/2021,30814.26,3768.25,12998.5,3892.0
242,1/19/2021,30930.52,3798.91,13197.17969,2732.0
243,1/20/2021,31188.38,3851.85,13457.25,4408.0
244,1/21/2021,31176.01,3853.07,13530.91016,4204.0
245,1/22/2021,30996.98,3841.47,13543.05957,3845.0
246,1/25/2021,30960.0,3855.36,13635.990230000001,1973.0
247,1/26/2021,30937.04,3849.62,13626.05957,4007.0
248,1/27/2021,30303.17,3750.77,13270.59961,3960.0
249,1/28/2021,30603.36,3787.38,13337.16016,4037.0
250,1/29/2021,29982.62,3714.24,13070.69043,3634.0
251,2/1/2021,30211.91,3773.86,13403.38965,2067.0
252,2/2/2021,30687.48,3826.31,13612.78027,3429.0
253,2/3/2021,30723.6,3830.17,13610.54004,3906.0
254,2/4/2021,31055.86,3871.74,13777.740230000001,3736.0
255,2/5/2021,31148.24,3886.83,13856.299809999999,3688.0
256,2/8/2021,31385.76,3915.59,13987.63965,1617.0
257,2/9/2021,31375.83,3911.23,14007.7002,3074.0
258,2/10/2021,31437.8,3909.88,13972.53027,3310.0
259,2/11/2021,31430.7,3916.38,14025.769530000001,3207.0
260,2/12/2021,31458.4,3934.83,14095.46973,2929.0
261,2/16/2021,31522.75,3932.59,14047.5,1748.0
262,2/17/2021,31613.02,3931.33,13965.490230000001,2405.0
263,2/18/2021,31493.34,3913.97,13865.36035,2519.0
264,2/19/2021,31494.32,3906.71,13874.45996,2631.0
265,2/22/2021,31521.69,3876.5,13533.049809999999,1323.0
266,2/23/2021,31537.35,3881.37,13465.2002,2274.0
267,2/24/2021,31961.86,3925.43,13597.96973,3178.0
268,2/25/2021,31402.01,3829.34,13119.42969,2446.0
269,2/26/2021,30932.37,3811.15,13192.34961,2068.0
