Date,Open,High,Low,Close,Adj Close,Volume
2/3/2020,3235.66,3268.44,3235.66,3248.92,3248.92,3757910000
2/4/2020,3280.61,3306.92,3280.61,3297.59,3297.59,3995320000
2/5/2020,3324.91,3337.58,3313.75,3334.69,3334.69,4117730000
2/6/2020,3344.92,3347.96,3334.39,3345.78,3345.78,3868370000
2/7/2020,3335.54,3341.42,3322.12,3327.71,3327.71,3730650000
2/10/2020,3318.28,3352.26,3317.77,3352.09,3352.09,3450350000
2/11/2020,3365.87,3375.63,3352.72,3357.75,3357.75,3760550000
2/12/2020,3370.5,3381.47,3369.72,3379.45,3379.45,3926380000
2/13/2020,3365.9,3385.09,3360.52,3373.94,3373.94,3498240000
2/14/2020,3378.08,3380.69,3366.15,3380.16,3380.16,3398040000
2/18/2020,3369.04,3375.01,3355.61,3370.29,3370.29,3746720000
2/19/2020,3380.39,3393.52,3378.83,3386.15,3386.15,3600150000
2/20/2020,3380.45,3389.15,3341.02,3373.23,3373.23,4007320000
2/21/2020,3360.5,3360.76,3328.45,3337.75,3337.75,3899270000
2/24/2020,3257.61,3259.81,3214.65,3225.89,3225.89,4842960000
2/25/2020,3238.94,3246.99,3118.77,3128.21,3128.21,5591510000
2/26/2020,3139.9,3182.51,3108.99,3116.39,3116.39,5478110000
2/27/2020,3062.54,3097.07,2977.39,2978.76,2978.76,7058840000
2/28/2020,2916.9,2959.72,2855.84,2954.22,2954.22,8563850000
3/2/2020,2974.28,3090.96,2945.19,3090.23,3090.23,6376400000
3/3/2020,3096.46,3136.72,2976.63,3003.37,3003.37,6355940000
3/4/2020,3045.75,3130.97,3034.38,3130.12,3130.12,5035480000
3/5/2020,3075.7,3083.04,2999.83,3023.94,3023.94,5575550000
3/6/2020,2954.2,2985.93,2901.54,2972.37,2972.37,6552140000
3/9/2020,2863.89,2863.89,2734.43,2746.56,2746.56,8423050000
3/10/2020,2813.48,2882.59,2734,2882.23,2882.23,7635960000
3/11/2020,2825.6,2825.6,2707.22,2741.38,2741.38,7374110000
3/12/2020,2630.86,2660.95,2478.86,2480.64,2480.64,8829380000
3/13/2020,2569.99,2711.33,2492.37,2711.02,2711.02,8258670000
3/16/2020,2508.59,2562.98,2380.94,2386.13,2386.13,7781540000
3/17/2020,2425.66,2553.93,2367.04,2529.19,2529.19,8358500000
3/18/2020,2436.5,2453.57,2280.52,2398.1,2398.1,8755780000
3/19/2020,2393.48,2466.97,2319.78,2409.39,2409.39,7946710000
3/20/2020,2431.94,2453.01,2295.56,2304.92,2304.92,9044690000
3/23/2020,2290.71,2300.73,2191.86,2237.4,2237.4,7402180000
3/24/2020,2344.44,2449.71,2344.44,2447.33,2447.33,7547350000
3/25/2020,2457.77,2571.42,2407.53,2475.56,2475.56,8285670000
3/26/2020,2501.29,2637.01,2500.72,2630.07,2630.07,7753160000
3/27/2020,2555.87,2615.91,2520.02,2541.47,2541.47,6194330000
3/30/2020,2558.98,2631.8,2545.28,2626.65,2626.65,5746220000
3/31/2020,2614.69,2641.39,2571.15,2584.59,2584.59,6568290000
4/1/2020,2498.08,2522.75,2447.49,2470.5,2470.5,5947900000
4/2/2020,2458.54,2533.22,2455.79,2526.9,2526.9,6454990000
4/3/2020,2514.92,2538.18,2459.96,2488.65,2488.65,6087190000
4/6/2020,2578.28,2676.85,2574.57,2663.68,2663.68,6391860000
4/7/2020,2738.65,2756.89,2657.67,2659.41,2659.41,7040720000
4/8/2020,2685,2760.75,2663.3,2749.98,2749.98,5856370000
4/9/2020,2776.99,2818.57,2762.36,2789.82,2789.82,7880140000
4/13/2020,2782.46,2782.46,2721.17,2761.63,2761.63,5274310000
4/14/2020,2805.1,2851.85,2805.1,2846.06,2846.06,5567400000
4/15/2020,2795.64,2801.88,2761.54,2783.36,2783.36,5203390000
4/16/2020,2799.34,2806.51,2764.32,2799.55,2799.55,5179990000
4/17/2020,2842.43,2879.22,2830.88,2874.56,2874.56,5792140000
4/20/2020,2845.62,2868.98,2820.43,2823.16,2823.16,5220160000
4/21/2020,2784.81,2785.54,2727.1,2736.56,2736.56,5075830000
4/22/2020,2787.89,2815.1,2775.95,2799.31,2799.31,5049660000
4/23/2020,2810.42,2844.9,2794.26,2797.8,2797.8,5756520000
4/24/2020,2812.64,2842.71,2791.76,2836.74,2836.74,5374480000
4/27/2020,2854.65,2887.72,2852.89,2878.48,2878.48,5194260000
4/28/2020,2909.96,2921.15,2860.71,2863.39,2863.39,5672880000
4/29/2020,2918.46,2954.86,2912.16,2939.51,2939.51,6620140000
4/30/2020,2930.91,2930.91,2892.47,2912.43,2912.43,6523120000
5/1/2020,2869.09,2869.09,2821.61,2830.71,2830.71,4753160000
5/4/2020,2815.01,2844.24,2797.85,2842.74,2842.74,4723140000
5/5/2020,2868.88,2898.23,2863.55,2868.44,2868.44,5129590000
5/6/2020,2883.14,2891.11,2847.65,2848.42,2848.42,4861920000
5/7/2020,2878.26,2901.92,2876.48,2881.19,2881.19,5164640000
5/8/2020,2908.83,2932.16,2902.88,2929.8,2929.8,4857160000
5/11/2020,2915.46,2944.25,2903.44,2930.19,2930.19,4807320000
5/12/2020,2939.5,2945.82,2869.59,2870.12,2870.12,5107710000
